ENTIDAD_RES,FECHA_DEF,defunciones,fecha_defuncion,ENTIDAD,CLAVE_ENTIDAD
9,2020-08-01,42,2020-08-01,Ciudad de México,9
9,2020-08-02,51,2020-08-02,Ciudad de México,9
9,2020-08-03,52,2020-08-03,Ciudad de México,9
9,2020-08-04,53,2020-08-04,Ciudad de México,9
9,2020-08-05,56,2020-08-05,Ciudad de México,9
9,2020-08-06,39,2020-08-06,Ciudad de México,9
9,2020-08-07,49,2020-08-07,Ciudad de México,9
9,2020-08-08,63,2020-08-08,Ciudad de México,9
9,2020-08-09,32,2020-08-09,Ciudad de México,9
9,2020-08-10,44,2020-08-10,Ciudad de México,9
9,2020-08-11,40,2020-08-11,Ciudad de México,9
9,2020-08-12,42,2020-08-12,Ciudad de México,9
9,2020-08-13,41,2020-08-13,Ciudad de México,9
9,2020-08-14,42,2020-08-14,Ciudad de México,9
9,2020-08-15,42,2020-08-15,Ciudad de México,9
9,2020-08-16,39,2020-08-16,Ciudad de México,9
9,2020-08-17,41,2020-08-17,Ciudad de México,9
9,2020-08-18,43,2020-08-18,Ciudad de México,9
9,2020-08-19,40,2020-08-19,Ciudad de México,9
9,2020-08-20,49,2020-08-20,Ciudad de México,9
9,2020-08-21,36,2020-08-21,Ciudad de México,9
9,2020-08-22,40,2020-08-22,Ciudad de México,9
9,2020-08-23,49,2020-08-23,Ciudad de México,9
9,2020-08-24,42,2020-08-24,Ciudad de México,9
9,2020-08-25,52,2020-08-25,Ciudad de México,9
9,2020-08-26,43,2020-08-26,Ciudad de México,9
9,2020-08-27,36,2020-08-27,Ciudad de México,9
9,2020-08-28,46,2020-08-28,Ciudad de México,9
9,2020-08-29,49,2020-08-29,Ciudad de México,9
9,2020-08-30,42,2020-08-30,Ciudad de México,9
9,2020-08-31,45,2020-08-31,Ciudad de México,9
9,2020-09-01,53,2020-09-01,Ciudad de México,9
9,2020-09-02,44,2020-09-02,Ciudad de México,9
9,2020-09-03,41,2020-09-03,Ciudad de México,9
9,2020-09-04,46,2020-09-04,Ciudad de México,9
9,2020-09-05,44,2020-09-05,Ciudad de México,9
9,2020-09-06,44,2020-09-06,Ciudad de México,9
9,2020-09-07,42,2020-09-07,Ciudad de México,9
9,2020-09-08,38,2020-09-08,Ciudad de México,9
9,2020-09-09,41,2020-09-09,Ciudad de México,9
9,2020-09-10,43,2020-09-10,Ciudad de México,9
9,2020-09-11,51,2020-09-11,Ciudad de México,9
9,2020-09-12,48,2020-09-12,Ciudad de México,9
9,2020-09-13,44,2020-09-13,Ciudad de México,9
9,2020-09-14,42,2020-09-14,Ciudad de México,9
9,2020-09-15,50,2020-09-15,Ciudad de México,9
9,2020-09-16,35,2020-09-16,Ciudad de México,9
9,2020-09-17,41,2020-09-17,Ciudad de México,9
9,2020-09-18,39,2020-09-18,Ciudad de México,9
9,2020-09-19,36,2020-09-19,Ciudad de México,9
9,2020-09-20,33,2020-09-20,Ciudad de México,9
9,2020-09-21,34,2020-09-21,Ciudad de México,9
9,2020-09-22,46,2020-09-22,Ciudad de México,9
9,2020-09-23,50,2020-09-23,Ciudad de México,9
9,2020-09-24,35,2020-09-24,Ciudad de México,9
9,2020-09-25,41,2020-09-25,Ciudad de México,9
9,2020-09-26,40,2020-09-26,Ciudad de México,9
9,2020-09-27,49,2020-09-27,Ciudad de México,9
9,2020-09-28,36,2020-09-28,Ciudad de México,9
9,2020-09-29,54,2020-09-29,Ciudad de México,9
9,2020-09-30,38,2020-09-30,Ciudad de México,9
9,2020-10-01,34,2020-10-01,Ciudad de México,9
9,2020-10-02,43,2020-10-02,Ciudad de México,9
9,2020-10-03,43,2020-10-03,Ciudad de México,9
9,2020-10-04,40,2020-10-04,Ciudad de México,9
9,2020-10-05,55,2020-10-05,Ciudad de México,9
9,2020-10-06,43,2020-10-06,Ciudad de México,9
9,2020-10-07,30,2020-10-07,Ciudad de México,9
9,2020-10-08,40,2020-10-08,Ciudad de México,9
9,2020-10-09,39,2020-10-09,Ciudad de México,9
9,2020-10-10,48,2020-10-10,Ciudad de México,9
9,2020-10-11,41,2020-10-11,Ciudad de México,9
9,2020-10-12,49,2020-10-12,Ciudad de México,9
9,2020-10-13,41,2020-10-13,Ciudad de México,9
9,2020-10-14,45,2020-10-14,Ciudad de México,9
9,2020-10-15,33,2020-10-15,Ciudad de México,9
9,2020-10-16,40,2020-10-16,Ciudad de México,9
9,2020-10-17,39,2020-10-17,Ciudad de México,9
9,2020-10-18,49,2020-10-18,Ciudad de México,9
9,2020-10-19,51,2020-10-19,Ciudad de México,9
9,2020-10-20,41,2020-10-20,Ciudad de México,9
9,2020-10-21,54,2020-10-21,Ciudad de México,9
9,2020-10-22,43,2020-10-22,Ciudad de México,9
9,2020-10-23,51,2020-10-23,Ciudad de México,9
9,2020-10-24,38,2020-10-24,Ciudad de México,9
9,2020-10-25,45,2020-10-25,Ciudad de México,9
9,2020-10-26,45,2020-10-26,Ciudad de México,9
9,2020-10-27,40,2020-10-27,Ciudad de México,9
9,2020-10-28,54,2020-10-28,Ciudad de México,9
9,2020-10-29,38,2020-10-29,Ciudad de México,9
9,2020-10-30,43,2020-10-30,Ciudad de México,9
9,2020-10-31,49,2020-10-31,Ciudad de México,9
9,2020-11-01,53,2020-11-01,Ciudad de México,9
9,2020-11-02,46,2020-11-02,Ciudad de México,9
9,2020-11-03,38,2020-11-03,Ciudad de México,9
9,2020-11-04,62,2020-11-04,Ciudad de México,9
9,2020-11-05,54,2020-11-05,Ciudad de México,9
9,2020-11-06,47,2020-11-06,Ciudad de México,9
9,2020-11-07,51,2020-11-07,Ciudad de México,9
9,2020-11-08,46,2020-11-08,Ciudad de México,9
9,2020-11-09,49,2020-11-09,Ciudad de México,9
9,2020-11-10,54,2020-11-10,Ciudad de México,9
9,2020-11-11,46,2020-11-11,Ciudad de México,9
9,2020-11-12,71,2020-11-12,Ciudad de México,9
9,2020-11-13,57,2020-11-13,Ciudad de México,9
9,2020-11-14,56,2020-11-14,Ciudad de México,9
9,2020-11-15,54,2020-11-15,Ciudad de México,9
9,2020-11-16,65,2020-11-16,Ciudad de México,9
9,2020-11-17,60,2020-11-17,Ciudad de México,9
9,2020-11-18,58,2020-11-18,Ciudad de México,9
9,2020-11-19,62,2020-11-19,Ciudad de México,9
9,2020-11-20,67,2020-11-20,Ciudad de México,9
9,2020-11-21,63,2020-11-21,Ciudad de México,9
9,2020-11-22,71,2020-11-22,Ciudad de México,9
9,2020-11-23,82,2020-11-23,Ciudad de México,9
9,2020-11-24,64,2020-11-24,Ciudad de México,9
9,2020-11-25,68,2020-11-25,Ciudad de México,9
9,2020-11-26,72,2020-11-26,Ciudad de México,9
9,2020-11-27,74,2020-11-27,Ciudad de México,9
9,2020-11-28,69,2020-11-28,Ciudad de México,9
9,2020-11-29,61,2020-11-29,Ciudad de México,9
9,2020-11-30,81,2020-11-30,Ciudad de México,9
9,2020-12-01,102,2020-12-01,Ciudad de México,9
9,2020-12-02,85,2020-12-02,Ciudad de México,9
9,2020-12-03,69,2020-12-03,Ciudad de México,9
9,2020-12-04,88,2020-12-04,Ciudad de México,9
9,2020-12-05,77,2020-12-05,Ciudad de México,9
9,2020-12-06,80,2020-12-06,Ciudad de México,9
9,2020-12-07,116,2020-12-07,Ciudad de México,9
9,2020-12-08,95,2020-12-08,Ciudad de México,9
9,2020-12-09,99,2020-12-09,Ciudad de México,9
9,2020-12-10,101,2020-12-10,Ciudad de México,9
9,2020-12-11,104,2020-12-11,Ciudad de México,9
9,2020-12-12,101,2020-12-12,Ciudad de México,9
9,2020-12-13,104,2020-12-13,Ciudad de México,9
9,2020-12-14,104,2020-12-14,Ciudad de México,9
9,2020-12-15,112,2020-12-15,Ciudad de México,9
9,2020-12-16,119,2020-12-16,Ciudad de México,9
9,2020-12-17,126,2020-12-17,Ciudad de México,9
9,2020-12-18,117,2020-12-18,Ciudad de México,9
9,2020-12-19,120,2020-12-19,Ciudad de México,9
9,2020-12-20,125,2020-12-20,Ciudad de México,9
9,2020-12-21,123,2020-12-21,Ciudad de México,9
9,2020-12-22,128,2020-12-22,Ciudad de México,9
9,2020-12-23,119,2020-12-23,Ciudad de México,9
9,2020-12-24,117,2020-12-24,Ciudad de México,9
9,2020-12-25,102,2020-12-25,Ciudad de México,9
9,2020-12-26,129,2020-12-26,Ciudad de México,9
9,2020-12-27,148,2020-12-27,Ciudad de México,9
9,2020-12-28,115,2020-12-28,Ciudad de México,9
9,2020-12-29,136,2020-12-29,Ciudad de México,9
9,2020-12-30,126,2020-12-30,Ciudad de México,9
9,2020-12-31,115,2020-12-31,Ciudad de México,9
9,2021-01-01,123,2021-01-01,Ciudad de México,9
9,2021-01-02,132,2021-01-02,Ciudad de México,9
9,2021-01-03,157,2021-01-03,Ciudad de México,9
9,2021-01-04,129,2021-01-04,Ciudad de México,9
9,2021-01-05,128,2021-01-05,Ciudad de México,9
9,2021-01-06,135,2021-01-06,Ciudad de México,9
9,2021-01-07,113,2021-01-07,Ciudad de México,9
9,2021-01-08,134,2021-01-08,Ciudad de México,9
9,2021-01-09,122,2021-01-09,Ciudad de México,9
9,2021-01-10,146,2021-01-10,Ciudad de México,9
9,2021-01-11,144,2021-01-11,Ciudad de México,9
9,2021-01-12,139,2021-01-12,Ciudad de México,9
9,2021-01-13,111,2021-01-13,Ciudad de México,9
9,2021-01-14,97,2021-01-14,Ciudad de México,9
9,2021-01-15,91,2021-01-15,Ciudad de México,9
9,2021-01-16,72,2021-01-16,Ciudad de México,9
9,2021-01-17,47,2021-01-17,Ciudad de México,9
9,2021-01-18,1,2021-01-18,Ciudad de México,9
10,2020-03-18,1,2020-03-18,Durango,10
10,2020-03-24,1,2020-03-24,Durango,10
10,2020-03-31,1,2020-03-31,Durango,10
10,2020-04-01,1,2020-04-01,Durango,10
10,2020-04-21,1,2020-04-21,Durango,10
10,2020-04-24,1,2020-04-24,Durango,10
10,2020-04-25,1,2020-04-25,Durango,10
10,2020-04-26,1,2020-04-26,Durango,10
10,2020-04-28,1,2020-04-28,Durango,10
10,2020-05-01,1,2020-05-01,Durango,10
10,2020-05-02,2,2020-05-02,Durango,10
10,2020-05-03,1,2020-05-03,Durango,10
10,2020-05-08,2,2020-05-08,Durango,10
10,2020-05-09,1,2020-05-09,Durango,10
10,2020-05-13,1,2020-05-13,Durango,10
10,2020-05-14,3,2020-05-14,Durango,10
10,2020-05-15,3,2020-05-15,Durango,10
10,2020-05-16,2,2020-05-16,Durango,10
10,2020-05-17,1,2020-05-17,Durango,10
10,2020-05-20,5,2020-05-20,Durango,10
10,2020-05-21,1,2020-05-21,Durango,10
10,2020-05-24,3,2020-05-24,Durango,10
10,2020-05-25,3,2020-05-25,Durango,10
10,2020-05-26,2,2020-05-26,Durango,10
10,2020-05-27,2,2020-05-27,Durango,10
10,2020-05-28,4,2020-05-28,Durango,10
10,2020-05-29,3,2020-05-29,Durango,10
10,2020-05-31,3,2020-05-31,Durango,10
10,2020-06-01,1,2020-06-01,Durango,10
10,2020-06-02,4,2020-06-02,Durango,10
10,2020-06-03,1,2020-06-03,Durango,10
10,2020-06-04,2,2020-06-04,Durango,10
10,2020-06-05,4,2020-06-05,Durango,10
10,2020-06-06,4,2020-06-06,Durango,10
10,2020-06-07,2,2020-06-07,Durango,10
10,2020-06-08,3,2020-06-08,Durango,10
10,2020-06-09,2,2020-06-09,Durango,10
10,2020-06-10,6,2020-06-10,Durango,10
10,2020-06-11,4,2020-06-11,Durango,10
10,2020-06-12,7,2020-06-12,Durango,10
10,2020-06-13,4,2020-06-13,Durango,10
10,2020-06-14,6,2020-06-14,Durango,10
10,2020-06-15,6,2020-06-15,Durango,10
10,2020-06-16,6,2020-06-16,Durango,10
10,2020-06-17,9,2020-06-17,Durango,10
10,2020-06-18,2,2020-06-18,Durango,10
10,2020-06-19,4,2020-06-19,Durango,10
10,2020-06-20,1,2020-06-20,Durango,10
10,2020-06-21,3,2020-06-21,Durango,10
10,2020-06-22,3,2020-06-22,Durango,10
10,2020-06-23,4,2020-06-23,Durango,10
10,2020-06-24,5,2020-06-24,Durango,10
10,2020-06-25,5,2020-06-25,Durango,10
10,2020-06-26,6,2020-06-26,Durango,10
10,2020-06-27,2,2020-06-27,Durango,10
10,2020-06-28,5,2020-06-28,Durango,10
10,2020-06-29,2,2020-06-29,Durango,10
10,2020-06-30,2,2020-06-30,Durango,10
10,2020-07-01,7,2020-07-01,Durango,10
10,2020-07-02,5,2020-07-02,Durango,10
10,2020-07-03,2,2020-07-03,Durango,10
10,2020-07-04,3,2020-07-04,Durango,10
10,2020-07-05,4,2020-07-05,Durango,10
10,2020-07-06,4,2020-07-06,Durango,10
10,2020-07-07,8,2020-07-07,Durango,10
10,2020-07-08,7,2020-07-08,Durango,10
10,2020-07-09,7,2020-07-09,Durango,10
10,2020-07-10,2,2020-07-10,Durango,10
10,2020-07-11,10,2020-07-11,Durango,10
10,2020-07-12,7,2020-07-12,Durango,10
10,2020-07-13,4,2020-07-13,Durango,10
10,2020-07-14,9,2020-07-14,Durango,10
10,2020-07-15,4,2020-07-15,Durango,10
10,2020-07-16,8,2020-07-16,Durango,10
10,2020-07-17,6,2020-07-17,Durango,10
10,2020-07-18,6,2020-07-18,Durango,10
10,2020-07-19,3,2020-07-19,Durango,10
10,2020-07-20,10,2020-07-20,Durango,10
10,2020-07-21,2,2020-07-21,Durango,10
10,2020-07-22,4,2020-07-22,Durango,10
10,2020-07-23,7,2020-07-23,Durango,10
10,2020-07-24,1,2020-07-24,Durango,10
10,2020-07-25,9,2020-07-25,Durango,10
10,2020-07-26,5,2020-07-26,Durango,10
10,2020-07-27,4,2020-07-27,Durango,10
10,2020-07-28,1,2020-07-28,Durango,10
10,2020-07-29,4,2020-07-29,Durango,10
10,2020-07-30,7,2020-07-30,Durango,10
10,2020-07-31,10,2020-07-31,Durango,10
10,2020-08-01,4,2020-08-01,Durango,10
10,2020-08-02,4,2020-08-02,Durango,10
10,2020-08-03,6,2020-08-03,Durango,10
10,2020-08-04,9,2020-08-04,Durango,10
10,2020-08-05,9,2020-08-05,Durango,10
10,2020-08-06,3,2020-08-06,Durango,10
10,2020-08-07,7,2020-08-07,Durango,10
10,2020-08-08,6,2020-08-08,Durango,10
10,2020-08-09,9,2020-08-09,Durango,10
10,2020-08-10,4,2020-08-10,Durango,10
10,2020-08-11,6,2020-08-11,Durango,10
10,2020-08-12,1,2020-08-12,Durango,10
10,2020-08-13,5,2020-08-13,Durango,10
10,2020-08-14,6,2020-08-14,Durango,10
10,2020-08-15,4,2020-08-15,Durango,10
10,2020-08-16,3,2020-08-16,Durango,10
10,2020-08-17,2,2020-08-17,Durango,10
10,2020-08-18,5,2020-08-18,Durango,10
10,2020-08-19,11,2020-08-19,Durango,10
10,2020-08-20,3,2020-08-20,Durango,10
10,2020-08-21,3,2020-08-21,Durango,10
10,2020-08-22,6,2020-08-22,Durango,10
10,2020-08-23,5,2020-08-23,Durango,10
10,2020-08-24,4,2020-08-24,Durango,10
10,2020-08-25,9,2020-08-25,Durango,10
10,2020-08-26,5,2020-08-26,Durango,10
10,2020-08-27,8,2020-08-27,Durango,10
10,2020-08-28,12,2020-08-28,Durango,10
10,2020-08-29,8,2020-08-29,Durango,10
10,2020-08-30,5,2020-08-30,Durango,10
10,2020-08-31,6,2020-08-31,Durango,10
10,2020-09-01,6,2020-09-01,Durango,10
10,2020-09-02,7,2020-09-02,Durango,10
10,2020-09-03,9,2020-09-03,Durango,10
10,2020-09-04,4,2020-09-04,Durango,10
10,2020-09-05,7,2020-09-05,Durango,10
10,2020-09-06,4,2020-09-06,Durango,10
10,2020-09-07,4,2020-09-07,Durango,10
10,2020-09-08,8,2020-09-08,Durango,10
10,2020-09-09,8,2020-09-09,Durango,10
10,2020-09-10,4,2020-09-10,Durango,10
10,2020-09-11,6,2020-09-11,Durango,10
10,2020-09-12,5,2020-09-12,Durango,10
10,2020-09-13,6,2020-09-13,Durango,10
10,2020-09-14,7,2020-09-14,Durango,10
10,2020-09-15,4,2020-09-15,Durango,10
10,2020-09-16,12,2020-09-16,Durango,10
10,2020-09-17,4,2020-09-17,Durango,10
10,2020-09-18,3,2020-09-18,Durango,10
10,2020-09-19,5,2020-09-19,Durango,10
10,2020-09-20,2,2020-09-20,Durango,10
10,2020-09-21,4,2020-09-21,Durango,10
10,2020-09-22,3,2020-09-22,Durango,10
10,2020-09-23,5,2020-09-23,Durango,10
10,2020-09-24,5,2020-09-24,Durango,10
10,2020-09-25,6,2020-09-25,Durango,10
10,2020-09-26,7,2020-09-26,Durango,10
10,2020-09-27,6,2020-09-27,Durango,10
10,2020-09-28,4,2020-09-28,Durango,10
10,2020-09-29,1,2020-09-29,Durango,10
10,2020-09-30,5,2020-09-30,Durango,10
10,2020-10-01,7,2020-10-01,Durango,10
10,2020-10-02,5,2020-10-02,Durango,10
10,2020-10-03,8,2020-10-03,Durango,10
10,2020-10-04,3,2020-10-04,Durango,10
10,2020-10-05,4,2020-10-05,Durango,10
10,2020-10-06,1,2020-10-06,Durango,10
10,2020-10-07,9,2020-10-07,Durango,10
10,2020-10-08,5,2020-10-08,Durango,10
10,2020-10-09,3,2020-10-09,Durango,10
10,2020-10-10,3,2020-10-10,Durango,10
10,2020-10-11,6,2020-10-11,Durango,10
10,2020-10-12,9,2020-10-12,Durango,10
10,2020-10-13,6,2020-10-13,Durango,10
10,2020-10-14,6,2020-10-14,Durango,10
10,2020-10-15,10,2020-10-15,Durango,10
10,2020-10-16,6,2020-10-16,Durango,10
10,2020-10-17,1,2020-10-17,Durango,10
10,2020-10-18,10,2020-10-18,Durango,10
10,2020-10-19,4,2020-10-19,Durango,10
10,2020-10-20,11,2020-10-20,Durango,10
10,2020-10-21,17,2020-10-21,Durango,10
10,2020-10-22,6,2020-10-22,Durango,10
10,2020-10-23,12,2020-10-23,Durango,10
10,2020-10-24,11,2020-10-24,Durango,10
10,2020-10-25,10,2020-10-25,Durango,10
10,2020-10-26,14,2020-10-26,Durango,10
10,2020-10-27,18,2020-10-27,Durango,10
10,2020-10-28,17,2020-10-28,Durango,10
10,2020-10-29,12,2020-10-29,Durango,10
10,2020-10-30,19,2020-10-30,Durango,10
10,2020-10-31,12,2020-10-31,Durango,10
10,2020-11-01,10,2020-11-01,Durango,10
10,2020-11-02,12,2020-11-02,Durango,10
10,2020-11-03,11,2020-11-03,Durango,10
10,2020-11-04,12,2020-11-04,Durango,10
10,2020-11-05,17,2020-11-05,Durango,10
10,2020-11-06,15,2020-11-06,Durango,10
10,2020-11-07,19,2020-11-07,Durango,10
10,2020-11-08,14,2020-11-08,Durango,10
10,2020-11-09,11,2020-11-09,Durango,10
10,2020-11-10,12,2020-11-10,Durango,10
10,2020-11-11,16,2020-11-11,Durango,10
10,2020-11-12,9,2020-11-12,Durango,10
10,2020-11-13,9,2020-11-13,Durango,10
10,2020-11-14,17,2020-11-14,Durango,10
10,2020-11-15,23,2020-11-15,Durango,10
10,2020-11-16,9,2020-11-16,Durango,10
10,2020-11-17,8,2020-11-17,Durango,10
10,2020-11-18,12,2020-11-18,Durango,10
10,2020-11-19,13,2020-11-19,Durango,10
10,2020-11-20,12,2020-11-20,Durango,10
10,2020-11-21,18,2020-11-21,Durango,10
10,2020-11-22,12,2020-11-22,Durango,10
10,2020-11-23,13,2020-11-23,Durango,10
10,2020-11-24,15,2020-11-24,Durango,10
10,2020-11-25,17,2020-11-25,Durango,10
10,2020-11-26,16,2020-11-26,Durango,10
10,2020-11-27,17,2020-11-27,Durango,10
10,2020-11-28,12,2020-11-28,Durango,10
10,2020-11-29,13,2020-11-29,Durango,10
10,2020-11-30,14,2020-11-30,Durango,10
10,2020-12-01,17,2020-12-01,Durango,10
10,2020-12-02,11,2020-12-02,Durango,10
10,2020-12-03,21,2020-12-03,Durango,10
10,2020-12-04,13,2020-12-04,Durango,10
10,2020-12-05,15,2020-12-05,Durango,10
10,2020-12-06,8,2020-12-06,Durango,10
10,2020-12-07,18,2020-12-07,Durango,10
10,2020-12-08,9,2020-12-08,Durango,10
10,2020-12-09,3,2020-12-09,Durango,10
10,2020-12-10,5,2020-12-10,Durango,10
10,2020-12-11,8,2020-12-11,Durango,10
10,2020-12-12,14,2020-12-12,Durango,10
10,2020-12-13,7,2020-12-13,Durango,10
10,2020-12-14,7,2020-12-14,Durango,10
10,2020-12-15,8,2020-12-15,Durango,10
10,2020-12-16,6,2020-12-16,Durango,10
10,2020-12-17,8,2020-12-17,Durango,10
10,2020-12-18,8,2020-12-18,Durango,10
10,2020-12-19,8,2020-12-19,Durango,10
10,2020-12-20,7,2020-12-20,Durango,10
10,2020-12-21,6,2020-12-21,Durango,10
10,2020-12-22,11,2020-12-22,Durango,10
10,2020-12-23,8,2020-12-23,Durango,10
10,2020-12-24,6,2020-12-24,Durango,10
10,2020-12-25,8,2020-12-25,Durango,10
10,2020-12-26,9,2020-12-26,Durango,10
10,2020-12-27,1,2020-12-27,Durango,10
10,2020-12-28,3,2020-12-28,Durango,10
10,2020-12-29,9,2020-12-29,Durango,10
10,2020-12-30,10,2020-12-30,Durango,10
10,2020-12-31,12,2020-12-31,Durango,10
10,2021-01-01,8,2021-01-01,Durango,10
10,2021-01-02,7,2021-01-02,Durango,10
10,2021-01-03,9,2021-01-03,Durango,10
10,2021-01-04,5,2021-01-04,Durango,10
10,2021-01-05,6,2021-01-05,Durango,10
10,2021-01-06,5,2021-01-06,Durango,10
10,2021-01-07,5,2021-01-07,Durango,10
10,2021-01-08,11,2021-01-08,Durango,10
10,2021-01-09,7,2021-01-09,Durango,10
10,2021-01-10,6,2021-01-10,Durango,10
10,2021-01-11,6,2021-01-11,Durango,10
10,2021-01-12,7,2021-01-12,Durango,10
10,2021-01-13,5,2021-01-13,Durango,10
10,2021-01-14,4,2021-01-14,Durango,10
11,2020-04-05,2,2020-04-05,Guanajuato,11
11,2020-04-07,1,2020-04-07,Guanajuato,11
11,2020-04-09,1,2020-04-09,Guanajuato,11
11,2020-04-10,1,2020-04-10,Guanajuato,11
11,2020-04-14,2,2020-04-14,Guanajuato,11
11,2020-04-15,1,2020-04-15,Guanajuato,11
11,2020-04-17,3,2020-04-17,Guanajuato,11
11,2020-04-21,2,2020-04-21,Guanajuato,11
11,2020-04-22,3,2020-04-22,Guanajuato,11
11,2020-04-23,3,2020-04-23,Guanajuato,11
11,2020-04-24,1,2020-04-24,Guanajuato,11
11,2020-04-25,3,2020-04-25,Guanajuato,11
11,2020-04-26,2,2020-04-26,Guanajuato,11
11,2020-04-29,2,2020-04-29,Guanajuato,11
11,2020-04-30,3,2020-04-30,Guanajuato,11
11,2020-05-01,3,2020-05-01,Guanajuato,11
11,2020-05-02,2,2020-05-02,Guanajuato,11
11,2020-05-03,3,2020-05-03,Guanajuato,11
11,2020-05-04,3,2020-05-04,Guanajuato,11
11,2020-05-05,2,2020-05-05,Guanajuato,11
11,2020-05-06,3,2020-05-06,Guanajuato,11
11,2020-05-07,4,2020-05-07,Guanajuato,11
11,2020-05-08,6,2020-05-08,Guanajuato,11
11,2020-05-09,4,2020-05-09,Guanajuato,11
11,2020-05-10,1,2020-05-10,Guanajuato,11
11,2020-05-11,3,2020-05-11,Guanajuato,11
11,2020-05-12,1,2020-05-12,Guanajuato,11
11,2020-05-13,4,2020-05-13,Guanajuato,11
11,2020-05-14,2,2020-05-14,Guanajuato,11
11,2020-05-15,6,2020-05-15,Guanajuato,11
11,2020-05-16,3,2020-05-16,Guanajuato,11
11,2020-05-17,2,2020-05-17,Guanajuato,11
11,2020-05-18,6,2020-05-18,Guanajuato,11
11,2020-05-19,4,2020-05-19,Guanajuato,11
11,2020-05-20,2,2020-05-20,Guanajuato,11
11,2020-05-21,5,2020-05-21,Guanajuato,11
11,2020-05-22,6,2020-05-22,Guanajuato,11
11,2020-05-23,6,2020-05-23,Guanajuato,11
11,2020-05-24,4,2020-05-24,Guanajuato,11
11,2020-05-25,8,2020-05-25,Guanajuato,11
11,2020-05-26,5,2020-05-26,Guanajuato,11
11,2020-05-27,6,2020-05-27,Guanajuato,11
11,2020-05-28,8,2020-05-28,Guanajuato,11
11,2020-05-29,2,2020-05-29,Guanajuato,11
11,2020-05-30,7,2020-05-30,Guanajuato,11
11,2020-05-31,6,2020-05-31,Guanajuato,11
11,2020-06-01,2,2020-06-01,Guanajuato,11
11,2020-06-02,5,2020-06-02,Guanajuato,11
11,2020-06-03,6,2020-06-03,Guanajuato,11
11,2020-06-04,8,2020-06-04,Guanajuato,11
11,2020-06-05,11,2020-06-05,Guanajuato,11
11,2020-06-06,17,2020-06-06,Guanajuato,11
11,2020-06-07,14,2020-06-07,Guanajuato,11
11,2020-06-08,14,2020-06-08,Guanajuato,11
11,2020-06-09,11,2020-06-09,Guanajuato,11
11,2020-06-10,19,2020-06-10,Guanajuato,11
11,2020-06-11,17,2020-06-11,Guanajuato,11
11,2020-06-12,15,2020-06-12,Guanajuato,11
11,2020-06-13,19,2020-06-13,Guanajuato,11
11,2020-06-14,14,2020-06-14,Guanajuato,11
11,2020-06-15,23,2020-06-15,Guanajuato,11
11,2020-06-16,22,2020-06-16,Guanajuato,11
11,2020-06-17,17,2020-06-17,Guanajuato,11
11,2020-06-18,26,2020-06-18,Guanajuato,11
11,2020-06-19,24,2020-06-19,Guanajuato,11
11,2020-06-20,27,2020-06-20,Guanajuato,11
11,2020-06-21,16,2020-06-21,Guanajuato,11
11,2020-06-22,29,2020-06-22,Guanajuato,11
11,2020-06-23,26,2020-06-23,Guanajuato,11
11,2020-06-24,26,2020-06-24,Guanajuato,11
11,2020-06-25,25,2020-06-25,Guanajuato,11
11,2020-06-26,22,2020-06-26,Guanajuato,11
11,2020-06-27,27,2020-06-27,Guanajuato,11
11,2020-06-28,23,2020-06-28,Guanajuato,11
11,2020-06-29,40,2020-06-29,Guanajuato,11
11,2020-06-30,31,2020-06-30,Guanajuato,11
11,2020-07-01,29,2020-07-01,Guanajuato,11
11,2020-07-02,44,2020-07-02,Guanajuato,11
11,2020-07-03,36,2020-07-03,Guanajuato,11
11,2020-07-04,37,2020-07-04,Guanajuato,11
11,2020-07-05,32,2020-07-05,Guanajuato,11
11,2020-07-06,34,2020-07-06,Guanajuato,11
11,2020-07-07,36,2020-07-07,Guanajuato,11
11,2020-07-08,43,2020-07-08,Guanajuato,11
11,2020-07-09,39,2020-07-09,Guanajuato,11
11,2020-07-10,33,2020-07-10,Guanajuato,11
11,2020-07-11,33,2020-07-11,Guanajuato,11
11,2020-07-12,39,2020-07-12,Guanajuato,11
11,2020-07-13,28,2020-07-13,Guanajuato,11
11,2020-07-14,35,2020-07-14,Guanajuato,11
11,2020-07-15,37,2020-07-15,Guanajuato,11
11,2020-07-16,31,2020-07-16,Guanajuato,11
11,2020-07-17,32,2020-07-17,Guanajuato,11
11,2020-07-18,43,2020-07-18,Guanajuato,11
11,2020-07-19,31,2020-07-19,Guanajuato,11
11,2020-07-20,36,2020-07-20,Guanajuato,11
11,2020-07-21,43,2020-07-21,Guanajuato,11
11,2020-07-22,37,2020-07-22,Guanajuato,11
11,2020-07-23,23,2020-07-23,Guanajuato,11
11,2020-07-24,52,2020-07-24,Guanajuato,11
11,2020-07-25,40,2020-07-25,Guanajuato,11
11,2020-07-26,40,2020-07-26,Guanajuato,11
11,2020-07-27,44,2020-07-27,Guanajuato,11
11,2020-07-28,37,2020-07-28,Guanajuato,11
11,2020-07-29,36,2020-07-29,Guanajuato,11
11,2020-07-30,39,2020-07-30,Guanajuato,11
11,2020-07-31,31,2020-07-31,Guanajuato,11
11,2020-08-01,40,2020-08-01,Guanajuato,11
11,2020-08-02,30,2020-08-02,Guanajuato,11
11,2020-08-03,28,2020-08-03,Guanajuato,11
11,2020-08-04,37,2020-08-04,Guanajuato,11
