ENTIDAD_RES,FECHA_DEF,defunciones
12,2020-04-22,3
12,2020-04-23,3
12,2020-04-24,1
12,2020-04-25,4
12,2020-04-26,1
12,2020-04-27,8
12,2020-04-28,5
12,2020-04-29,4
12,2020-04-30,2
12,2020-05-01,2
12,2020-05-02,8
12,2020-05-03,4
12,2020-05-04,5
12,2020-05-05,6
12,2020-05-06,10
12,2020-05-07,8
12,2020-05-08,4
12,2020-05-09,13
12,2020-05-10,7
12,2020-05-11,10
12,2020-05-12,8
12,2020-05-13,10
12,2020-05-14,10
12,2020-05-15,15
12,2020-05-16,15
12,2020-05-17,17
12,2020-05-18,18
12,2020-05-19,13
12,2020-05-20,23
12,2020-05-21,18
12,2020-05-22,18
12,2020-05-23,20
12,2020-05-24,22
12,2020-05-25,27
12,2020-05-26,23
12,2020-05-27,28
12,2020-05-28,17
12,2020-05-29,23
12,2020-05-30,20
12,2020-05-31,24
12,2020-06-01,22
12,2020-06-02,29
12,2020-06-03,18
12,2020-06-04,20
12,2020-06-05,23
12,2020-06-06,19
12,2020-06-07,26
12,2020-06-08,26
12,2020-06-09,22
12,2020-06-10,23
12,2020-06-11,20
12,2020-06-12,21
12,2020-06-13,29
12,2020-06-14,24
12,2020-06-15,18
12,2020-06-16,22
12,2020-06-17,28
12,2020-06-18,23
12,2020-06-19,31
12,2020-06-20,14
12,2020-06-21,16
12,2020-06-22,29
12,2020-06-23,16
12,2020-06-24,16
12,2020-06-25,16
12,2020-06-26,24
12,2020-06-27,28
12,2020-06-28,23
12,2020-06-29,21
12,2020-06-30,24
12,2020-07-01,12
12,2020-07-02,11
12,2020-07-03,18
12,2020-07-04,22
12,2020-07-05,14
12,2020-07-06,15
12,2020-07-07,24
12,2020-07-08,9
12,2020-07-09,12
12,2020-07-10,19
12,2020-07-11,16
12,2020-07-12,10
12,2020-07-13,20
12,2020-07-14,24
12,2020-07-15,15
12,2020-07-16,10
12,2020-07-17,15
12,2020-07-18,16
12,2020-07-19,17
12,2020-07-20,15
12,2020-07-21,17
12,2020-07-22,12
12,2020-07-23,16
12,2020-07-24,16
12,2020-07-25,16
12,2020-07-26,18
12,2020-07-27,10
12,2020-07-28,7
12,2020-07-29,8
12,2020-07-30,14
12,2020-07-31,12
12,2020-08-01,11
12,2020-08-02,14
12,2020-08-03,12
12,2020-08-04,14
12,2020-08-05,10
12,2020-08-06,7
12,2020-08-07,15
12,2020-08-08,8
12,2020-08-09,11
12,2020-08-10,7
12,2020-08-11,10
12,2020-08-12,4
12,2020-08-13,13
12,2020-08-14,4
12,2020-08-15,14
12,2020-08-16,16
12,2020-08-17,9
12,2020-08-18,12
12,2020-08-19,20
12,2020-08-20,11
12,2020-08-21,6
12,2020-08-22,9
12,2020-08-23,5
12,2020-08-24,9
12,2020-08-25,12
12,2020-08-26,9
12,2020-08-27,7
12,2020-08-28,6
12,2020-08-29,15
12,2020-08-30,5
12,2020-08-31,5
12,2020-09-01,5
12,2020-09-02,5
12,2020-09-03,8
12,2020-09-04,5
12,2020-09-05,9
12,2020-09-06,4
12,2020-09-07,14
12,2020-09-08,2
12,2020-09-09,10
12,2020-09-10,6
12,2020-09-11,3
12,2020-09-12,15
12,2020-09-13,14
12,2020-09-14,5
12,2020-09-15,10
12,2020-09-16,7
12,2020-09-17,4
12,2020-09-18,5
12,2020-09-19,2
12,2020-09-20,7
12,2020-09-21,11
12,2020-09-22,7
12,2020-09-23,15
12,2020-09-24,7
12,2020-09-25,7
12,2020-09-26,15
12,2020-09-27,12
12,2020-09-28,8
12,2020-09-29,6
12,2020-09-30,9
12,2020-10-01,13
12,2020-10-02,10
12,2020-10-03,13
12,2020-10-04,4
12,2020-10-05,10
12,2020-10-06,8
12,2020-10-07,8
12,2020-10-08,14
12,2020-10-09,11
12,2020-10-10,10
12,2020-10-11,9
12,2020-10-12,12
12,2020-10-13,11
12,2020-10-14,5
12,2020-10-15,10
12,2020-10-16,7
12,2020-10-17,7
12,2020-10-18,9
12,2020-10-19,9
12,2020-10-20,3
12,2020-10-21,4
12,2020-10-22,6
12,2020-10-23,6
12,2020-10-24,5
12,2020-10-25,7
12,2020-10-26,6
12,2020-10-27,8
12,2020-10-28,6
12,2020-10-29,7
12,2020-10-30,5
12,2020-10-31,8
12,2020-11-01,10
12,2020-11-02,2
12,2020-11-03,8
12,2020-11-04,7
12,2020-11-05,5
12,2020-11-06,7
12,2020-11-07,7
12,2020-11-08,5
12,2020-11-09,7
12,2020-11-10,4
12,2020-11-11,6
12,2020-11-12,4
12,2020-11-13,3
12,2020-11-14,11
12,2020-11-15,3
12,2020-11-16,4
12,2020-11-17,6
12,2020-11-18,4
12,2020-11-19,6
12,2020-11-20,4
12,2020-11-21,2
12,2020-11-22,3
12,2020-11-24,4
12,2020-11-25,4
12,2020-11-26,7
12,2020-11-27,2
12,2020-11-28,2
12,2020-11-29,7
12,2020-11-30,1
12,2020-12-01,5
12,2020-12-02,7
12,2020-12-03,5
12,2020-12-04,6
12,2020-12-05,8
12,2020-12-06,7
12,2020-12-07,9
12,2020-12-08,2
12,2020-12-09,11
12,2020-12-10,5
12,2020-12-11,6
12,2020-12-12,5
12,2020-12-13,11
12,2020-12-14,2
12,2020-12-15,18
12,2020-12-16,5
12,2020-12-17,5
12,2020-12-18,6
12,2020-12-19,7
12,2020-12-20,9
12,2020-12-21,9
12,2020-12-22,8
12,2020-12-23,6
12,2020-12-24,4
12,2020-12-25,7
12,2020-12-26,6
12,2020-12-27,8
12,2020-12-28,8
12,2020-12-29,7
12,2020-12-30,8
12,2020-12-31,5
12,2021-01-01,3
12,2021-01-02,12
12,2021-01-03,9
12,2021-01-04,8
12,2021-01-05,15
12,2021-01-06,12
12,2021-01-07,12
12,2021-01-08,6
12,2021-01-09,8
12,2021-01-10,16
12,2021-01-11,11
12,2021-01-12,10
12,2021-01-13,19
12,2021-01-14,12
12,2021-01-15,16
12,2021-01-16,21
12,2021-01-17,12
12,2021-01-18,17
12,2021-01-19,22
12,2021-01-20,17
12,2021-01-21,18
12,2021-01-22,22
12,2021-01-23,13
12,2021-01-24,28
12,2021-01-25,15
12,2021-01-26,27
12,2021-01-27,20
12,2021-01-28,18
12,2021-01-29,19
12,2021-01-30,20
12,2021-01-31,21
12,2021-02-01,15
12,2021-02-02,18
12,2021-02-03,21
12,2021-02-04,12
12,2021-02-05,15
12,2021-02-06,12
12,2021-02-07,22
12,2021-02-08,20
12,2021-02-09,15
12,2021-02-10,7
12,2021-02-11,22
12,2021-02-12,20
12,2021-02-13,12
12,2021-02-14,13
12,2021-02-15,17
12,2021-02-16,19
12,2021-02-17,11
12,2021-02-18,11
12,2021-02-19,18
12,2021-02-20,5
12,2021-02-21,14
12,2021-02-22,16
12,2021-02-23,9
12,2021-02-24,9
12,2021-02-25,5
12,2021-02-26,9
12,2021-02-27,7
12,2021-02-28,12
12,2021-03-01,2
13,2020-03-27,1
13,2020-03-28,1
13,2020-03-30,1
13,2020-04-01,1
13,2020-04-03,1
13,2020-04-08,2
13,2020-04-14,2
13,2020-04-15,3
13,2020-04-18,2
13,2020-04-19,2
13,2020-04-20,1
13,2020-04-21,2
13,2020-04-22,2
13,2020-04-23,2
13,2020-04-24,1
13,2020-04-25,7
13,2020-04-26,8
13,2020-04-27,2
13,2020-04-28,5
13,2020-04-29,2
13,2020-04-30,5
13,2020-05-01,9
13,2020-05-02,2
13,2020-05-03,7
13,2020-05-04,10
13,2020-05-05,11
13,2020-05-06,7
13,2020-05-07,8
13,2020-05-08,9
13,2020-05-09,6
13,2020-05-10,10
13,2020-05-11,9
13,2020-05-12,13
13,2020-05-13,9
13,2020-05-14,14
13,2020-05-15,15
13,2020-05-16,10
13,2020-05-17,12
13,2020-05-18,14
13,2020-05-19,8
13,2020-05-20,16
13,2020-05-21,17
13,2020-05-22,13
13,2020-05-23,12
13,2020-05-24,11
13,2020-05-25,12
13,2020-05-26,12
13,2020-05-27,13
13,2020-05-28,12
13,2020-05-29,11
13,2020-05-30,11
13,2020-05-31,13
13,2020-06-01,9
13,2020-06-02,7
13,2020-06-03,16
13,2020-06-04,5
13,2020-06-05,3
13,2020-06-06,5
13,2020-06-07,12
13,2020-06-08,15
13,2020-06-09,9
13,2020-06-10,12
13,2020-06-11,10
13,2020-06-12,6
13,2020-06-13,9
13,2020-06-14,15
13,2020-06-15,11
13,2020-06-16,12
13,2020-06-17,13
13,2020-06-18,12
13,2020-06-19,11
13,2020-06-20,8
13,2020-06-21,10
13,2020-06-22,9
13,2020-06-23,14
13,2020-06-24,13
13,2020-06-25,9
13,2020-06-26,19
13,2020-06-27,6
13,2020-06-28,13
13,2020-06-29,11
13,2020-06-30,6
13,2020-07-01,18
13,2020-07-02,15
13,2020-07-03,11
13,2020-07-04,5
13,2020-07-05,9
13,2020-07-06,7
13,2020-07-07,10
13,2020-07-08,10
13,2020-07-09,10
13,2020-07-10,15
13,2020-07-11,12
13,2020-07-12,18
13,2020-07-13,16
13,2020-07-14,14
13,2020-07-15,14
13,2020-07-16,15
13,2020-07-17,17
13,2020-07-18,13
13,2020-07-19,9
13,2020-07-20,14
13,2020-07-21,19
13,2020-07-22,12
13,2020-07-23,9
13,2020-07-24,17
13,2020-07-25,21
13,2020-07-26,13
13,2020-07-27,18
13,2020-07-28,16
13,2020-07-29,16
13,2020-07-30,19
13,2020-07-31,17
13,2020-08-01,13
13,2020-08-02,19
13,2020-08-03,19
13,2020-08-04,23
13,2020-08-05,21
13,2020-08-06,22
13,2020-08-07,15
13,2020-08-08,14
13,2020-08-09,15
13,2020-08-10,27
13,2020-08-11,24
13,2020-08-12,19
13,2020-08-13,15
13,2020-08-14,19
13,2020-08-15,12
13,2020-08-16,15
13,2020-08-17,22
13,2020-08-18,18
13,2020-08-19,19
13,2020-08-20,12
13,2020-08-21,20
13,2020-08-22,21
13,2020-08-23,21
13,2020-08-24,13
13,2020-08-25,30
13,2020-08-26,16
13,2020-08-27,14
13,2020-08-28,19
13,2020-08-29,19
13,2020-08-30,16
13,2020-08-31,16
13,2020-09-01,16
13,2020-09-02,14
13,2020-09-03,9
13,2020-09-04,13
13,2020-09-05,13
13,2020-09-06,17
13,2020-09-07,12
13,2020-09-08,12
13,2020-09-09,15
13,2020-09-10,9
13,2020-09-11,16
13,2020-09-12,13
13,2020-09-13,11
13,2020-09-14,10
13,2020-09-15,8
13,2020-09-16,10
13,2020-09-17,8
13,2020-09-18,13
13,2020-09-19,6
13,2020-09-20,12
13,2020-09-21,14
13,2020-09-22,9
13,2020-09-23,11
13,2020-09-24,13
13,2020-09-25,12
13,2020-09-26,9
13,2020-09-27,10
13,2020-09-28,15
13,2020-09-29,12
13,2020-09-30,14
13,2020-10-01,10
13,2020-10-02,10
13,2020-10-03,9
13,2020-10-04,10
13,2020-10-05,6
13,2020-10-06,12
13,2020-10-07,13
13,2020-10-08,12
13,2020-10-09,12
13,2020-10-10,10
13,2020-10-11,5
13,2020-10-12,6
13,2020-10-13,10
13,2020-10-14,10
13,2020-10-15,10
13,2020-10-16,13
13,2020-10-17,8
13,2020-10-18,10
13,2020-10-19,11
13,2020-10-20,12
13,2020-10-21,15
13,2020-10-22,8
13,2020-10-23,7
13,2020-10-24,6
13,2020-10-25,15
13,2020-10-26,17
13,2020-10-27,13
13,2020-10-28,7
13,2020-10-29,17
13,2020-10-30,12
13,2020-10-31,15
13,2020-11-01,12
13,2020-11-02,5
13,2020-11-03,19
13,2020-11-04,18
13,2020-11-05,10
13,2020-11-06,16
13,2020-11-07,12
13,2020-11-08,8
13,2020-11-09,8
13,2020-11-10,17
13,2020-11-11,14
13,2020-11-12,18
13,2020-11-13,10
13,2020-11-14,15
13,2020-11-15,15
13,2020-11-16,16
13,2020-11-17,9
13,2020-11-18,16
13,2020-11-19,19
13,2020-11-20,12
13,2020-11-21,15
13,2020-11-22,18
13,2020-11-23,19
13,2020-11-24,12
13,2020-11-25,15
13,2020-11-26,16
13,2020-11-27,24
13,2020-11-28,13
13,2020-11-29,16
13,2020-11-30,14
13,2020-12-01,15
13,2020-12-02,10
13,2020-12-03,22
13,2020-12-04,29
13,2020-12-05,26
13,2020-12-06,20
13,2020-12-07,19
13,2020-12-08,13
13,2020-12-09,21
13,2020-12-10,24
13,2020-12-11,26
13,2020-12-12,15
13,2020-12-13,20
13,2020-12-14,21
13,2020-12-15,23
13,2020-12-16,25
13,2020-12-17,21
13,2020-12-18,36
13,2020-12-19,22
13,2020-12-20,32
13,2020-12-21,26
13,2020-12-22,26
13,2020-12-23,26
13,2020-12-24,36
13,2020-12-25,22
13,2020-12-26,27
13,2020-12-27,33
13,2020-12-28,33
13,2020-12-29,33
13,2020-12-30,21
13,2020-12-31,35
13,2021-01-01,25
13,2021-01-02,29
13,2021-01-03,31
13,2021-01-04,34
13,2021-01-05,46
13,2021-01-06,35
13,2021-01-07,40
13,2021-01-08,43
13,2021-01-09,39
13,2021-01-10,28
13,2021-01-11,50
13,2021-01-12,35
13,2021-01-13,40
13,2021-01-14,39
13,2021-01-15,49
13,2021-01-16,50
13,2021-01-17,46
13,2021-01-18,45
13,2021-01-19,41
13,2021-01-20,46
13,2021-01-21,42
13,2021-01-22,49
13,2021-01-23,44
13,2021-01-24,47
13,2021-01-25,48
13,2021-01-26,44
13,2021-01-27,42
13,2021-01-28,36
13,2021-01-29,33
13,2021-01-30,44
13,2021-01-31,33
13,2021-02-01,38
13,2021-02-02,44
13,2021-02-03,38
13,2021-02-04,34
13,2021-02-05,42
13,2021-02-06,35
13,2021-02-07,26
13,2021-02-08,37
13,2021-02-09,26
13,2021-02-10,36
13,2021-02-11,30
13,2021-02-12,20
13,2021-02-13,16
13,2021-02-14,23
13,2021-02-15,25
13,2021-02-16,17
13,2021-02-17,21
13,2021-02-18,13
13,2021-02-19,14
13,2021-02-20,19
13,2021-02-21,16
13,2021-02-22,16
13,2021-02-23,11
13,2021-02-24,14
13,2021-02-25,13
13,2021-02-26,12
13,2021-02-27,6
13,2021-02-28,16
13,2021-03-01,4
14,2020-02-24,1
14,2020-03-20,1
14,2020-03-26,2
14,2020-03-31,1
14,2020-04-02,2
14,2020-04-05,1
14,2020-04-07,1
14,2020-04-08,1
14,2020-04-10,1
14,2020-04-11,1
14,2020-04-16,1
14,2020-04-17,1
14,2020-04-19,2
14,2020-04-20,1
14,2020-04-21,1
14,2020-04-22,3
14,2020-04-23,1
14,2020-04-24,3
14,2020-04-25,2
14,2020-04-27,1
14,2020-04-28,3
14,2020-04-29,2
14,2020-04-30,3
14,2020-05-02,4
14,2020-05-03,3
14,2020-05-04,3
14,2020-05-05,3
14,2020-05-06,5
14,2020-05-07,3
14,2020-05-09,3
14,2020-05-10,4
14,2020-05-11,2
14,2020-05-12,3
14,2020-05-13,3
14,2020-05-14,4
14,2020-05-15,7
14,2020-05-16,9
14,2020-05-17,5
14,2020-05-18,3
14,2020-05-19,1
14,2020-05-20,6
14,2020-05-21,9
14,2020-05-22,3
14,2020-05-23,4
14,2020-05-24,3
14,2020-05-25,8
14,2020-05-26,5
14,2020-05-27,4
14,2020-05-28,3
14,2020-05-29,5
14,2020-05-30,14
14,2020-05-31,11
14,2020-06-01,20
14,2020-06-02,12
14,2020-06-03,18
14,2020-06-04,23
14,2020-06-05,18
14,2020-06-06,18
14,2020-06-07,22
14,2020-06-08,15
14,2020-06-09,25
14,2020-06-10,13
14,2020-06-11,24
14,2020-06-12,29
14,2020-06-13,15
14,2020-06-14,27
14,2020-06-15,18
14,2020-06-16,26
14,2020-06-17,33
14,2020-06-18,17
14,2020-06-19,24
14,2020-06-20,26
14,2020-06-21,26
14,2020-06-22,23
14,2020-06-23,28
14,2020-06-24,28
14,2020-06-25,29
14,2020-06-26,19
14,2020-06-27,23
14,2020-06-28,27
14,2020-06-29,34
14,2020-06-30,22
14,2020-07-01,32
14,2020-07-02,21
14,2020-07-03,33
14,2020-07-04,39
14,2020-07-05,35
14,2020-07-06,27
14,2020-07-07,30
14,2020-07-08,32
14,2020-07-09,29
14,2020-07-10,24
14,2020-07-11,35
14,2020-07-12,32
14,2020-07-13,34
14,2020-07-14,25
14,2020-07-15,39
14,2020-07-16,31
14,2020-07-17,20
14,2020-07-18,27
14,2020-07-19,29
14,2020-07-20,36
14,2020-07-21,34
14,2020-07-22,23
14,2020-07-23,33
14,2020-07-24,24
14,2020-07-25,30
14,2020-07-26,27
14,2020-07-27,34
14,2020-07-28,40
14,2020-07-29,22
14,2020-07-30,38
14,2020-07-31,21
14,2020-08-01,31
14,2020-08-02,24
14,2020-08-03,27
14,2020-08-04,31
14,2020-08-05,32
14,2020-08-06,35
14,2020-08-07,31
14,2020-08-08,38
14,2020-08-09,28
14,2020-08-10,19
14,2020-08-11,37
14,2020-08-12,30
14,2020-08-13,27
14,2020-08-14,29
14,2020-08-15,26
14,2020-08-16,32
14,2020-08-17,29
14,2020-08-18,22
14,2020-08-19,39
14,2020-08-20,31
14,2020-08-21,27
14,2020-08-22,35
14,2020-08-23,40
14,2020-08-24,22
14,2020-08-25,32
14,2020-08-26,33
14,2020-08-27,25
14,2020-08-28,29
14,2020-08-29,25
14,2020-08-30,24
14,2020-08-31,24
14,2020-09-01,28
14,2020-09-02,27
14,2020-09-03,24
14,2020-09-04,23
14,2020-09-05,21
14,2020-09-06,43
14,2020-09-07,25
14,2020-09-08,39
14,2020-09-09,27
14,2020-09-10,26
14,2020-09-11,26
14,2020-09-12,23
14,2020-09-13,35
14,2020-09-14,34
14,2020-09-15,22
14,2020-09-16,32
14,2020-09-17,37
14,2020-09-18,29
14,2020-09-19,35
14,2020-09-20,26
14,2020-09-21,21
14,2020-09-22,22
14,2020-09-23,23
14,2020-09-24,16
14,2020-09-25,24
14,2020-09-26,27
14,2020-09-27,19
14,2020-09-28,26
14,2020-09-29,28
14,2020-09-30,16
14,2020-10-01,30
14,2020-10-02,27
14,2020-10-03,20
14,2020-10-04,12
14,2020-10-05,29
14,2020-10-06,19
14,2020-10-07,16
14,2020-10-08,27
14,2020-10-09,21
14,2020-10-10,20
14,2020-10-11,20
14,2020-10-12,27
14,2020-10-13,22
14,2020-10-14,23
14,2020-10-15,27
14,2020-10-16,28
14,2020-10-17,21
14,2020-10-18,21
14,2020-10-19,30
14,2020-10-20,24
14,2020-10-21,35
14,2020-10-22,37
14,2020-10-23,27
14,2020-10-24,32
14,2020-10-25,38
14,2020-10-26,23
14,2020-10-27,33
14,2020-10-28,32
14,2020-10-29,16
14,2020-10-30,25
14,2020-10-31,24
14,2020-11-01,32
14,2020-11-02,33
14,2020-11-03,37
14,2020-11-04,28
14,2020-11-05,23
14,2020-11-06,26
14,2020-11-07,23
14,2020-11-08,28
14,2020-11-09,34
14,2020-11-10,17
14,2020-11-11,31
14,2020-11-12,24
14,2020-11-13,19
14,2020-11-14,20
14,2020-11-15,22
14,2020-11-16,25
14,2020-11-17,28
14,2020-11-18,29
14,2020-11-19,16
14,2020-11-20,32
14,2020-11-21,25
14,2020-11-22,29
14,2020-11-23,29
14,2020-11-24,26
14,2020-11-25,28
14,2020-11-26,25
14,2020-11-27,31
14,2020-11-28,33
14,2020-11-29,25
14,2020-11-30,39
14,2020-12-01,34
14,2020-12-02,30
14,2020-12-03,32
14,2020-12-04,23
14,2020-12-05,29
14,2020-12-06,34
14,2020-12-07,41
14,2020-12-08,38
14,2020-12-09,48
14,2020-12-10,35
14,2020-12-11,48
14,2020-12-12,54
14,2020-12-13,34
14,2020-12-14,40
14,2020-12-15,47
14,2020-12-16,43
14,2020-12-17,39
14,2020-12-18,46
14,2020-12-19,57
14,2020-12-20,39
14,2020-12-21,63
14,2020-12-22,47
14,2020-12-23,56
14,2020-12-24,43
14,2020-12-25,58
14,2020-12-26,43
14,2020-12-27,53
14,2020-12-28,47
14,2020-12-29,61
14,2020-12-30,54
14,2020-12-31,40
14,2021-01-01,74
14,2021-01-02,64
14,2021-01-03,66
14,2021-01-04,51
14,2021-01-05,55
14,2021-01-06,97
14,2021-01-07,76
14,2021-01-08,105
14,2021-01-09,98
14,2021-01-10,96
14,2021-01-11,81
14,2021-01-12,90
14,2021-01-13,78
14,2021-01-14,85
14,2021-01-15,94
14,2021-01-16,91
14,2021-01-17,108
14,2021-01-18,125
14,2021-01-19,97
14,2021-01-20,104
14,2021-01-21,101
14,2021-01-22,97
14,2021-01-23,101
14,2021-01-24,109
14,2021-01-25,98
14,2021-01-26,83
14,2021-01-27,95
14,2021-01-28,84
14,2021-01-29,108
14,2021-01-30,101
14,2021-01-31,74
14,2021-02-01,80
14,2021-02-02,85
14,2021-02-03,78
14,2021-02-04,63
14,2021-02-05,58
14,2021-02-06,55
14,2021-02-07,58
14,2021-02-08,68
14,2021-02-09,65
14,2021-02-10,66
14,2021-02-11,50
14,2021-02-12,57
14,2021-02-13,46
14,2021-02-14,46
14,2021-02-15,38
14,2021-02-16,43
14,2021-02-17,40
14,2021-02-18,44
14,2021-02-19,36
14,2021-02-20,32
14,2021-02-21,34
14,2021-02-22,31
14,2021-02-23,30
14,2021-02-24,25
14,2021-02-25,29
14,2021-02-26,16
14,2021-02-27,23
14,2021-02-28,13
14,2021-03-01,5
15,2020-03-18,1
15,2020-03-28,4
15,2020-03-29,2
15,2020-03-30,1
15,2020-03-31,2
15,2020-04-01,1
15,2020-04-02,5
15,2020-04-03,3
15,2020-04-04,5
15,2020-04-05,7
15,2020-04-06,4
15,2020-04-07,10
15,2020-04-08,9
15,2020-04-09,6
15,2020-04-10,7
15,2020-04-11,13
15,2020-04-12,17
15,2020-04-13,21
15,2020-04-14,17
15,2020-04-15,19
15,2020-04-16,19
15,2020-04-17,25
15,2020-04-18,29
15,2020-04-19,28
15,2020-04-20,40
15,2020-04-21,40
15,2020-04-22,42
15,2020-04-23,41
15,2020-04-24,57
15,2020-04-25,52
15,2020-04-26,71
15,2020-04-27,56
15,2020-04-28,73
15,2020-04-29,81
15,2020-04-30,73
15,2020-05-01,81
15,2020-05-02,73
15,2020-05-03,67
15,2020-05-04,97
15,2020-05-05,71
15,2020-05-06,64
15,2020-05-07,70
15,2020-05-08,70
15,2020-05-09,74
15,2020-05-10,68
15,2020-05-11,77
15,2020-05-12,77
15,2020-05-13,94
15,2020-05-14,83
15,2020-05-15,100
15,2020-05-16,97
15,2020-05-17,112
15,2020-05-18,101
15,2020-05-19,109
15,2020-05-20,86
15,2020-05-21,109
15,2020-05-22,107
15,2020-05-23,92
15,2020-05-24,115
15,2020-05-25,114
15,2020-05-26,121
15,2020-05-27,111
15,2020-05-28,112
15,2020-05-29,111
15,2020-05-30,117
15,2020-05-31,122
15,2020-06-01,123
15,2020-06-02,111
15,2020-06-03,144
15,2020-06-04,117
15,2020-06-05,110
15,2020-06-06,119
15,2020-06-07,128
15,2020-06-08,133
15,2020-06-09,142
15,2020-06-10,128
15,2020-06-11,137
15,2020-06-12,118
15,2020-06-13,110
15,2020-06-14,119
15,2020-06-15,137
15,2020-06-16,140
15,2020-06-17,128
15,2020-06-18,102
15,2020-06-19,120
15,2020-06-20,85
15,2020-06-21,99
15,2020-06-22,105
15,2020-06-23,95
15,2020-06-24,89
15,2020-06-25,79
15,2020-06-26,92
15,2020-06-27,97
15,2020-06-28,100
15,2020-06-29,132
15,2020-06-30,95
15,2020-07-01,97
15,2020-07-02,111
15,2020-07-03,66
15,2020-07-04,80
15,2020-07-05,92
15,2020-07-06,119
15,2020-07-07,85
15,2020-07-08,94
15,2020-07-09,92
15,2020-07-10,91
15,2020-07-11,108
15,2020-07-12,87
15,2020-07-13,83
15,2020-07-14,93
15,2020-07-15,89
15,2020-07-16,102
15,2020-07-17,80
15,2020-07-18,83
15,2020-07-19,98
15,2020-07-20,77
15,2020-07-21,76
15,2020-07-22,72
15,2020-07-23,82
15,2020-07-24,75
15,2020-07-25,81
15,2020-07-26,79
15,2020-07-27,85
15,2020-07-28,69
15,2020-07-29,69
15,2020-07-30,66
15,2020-07-31,73
15,2020-08-01,77
15,2020-08-02,71
15,2020-08-03,75
15,2020-08-04,72
15,2020-08-05,66
15,2020-08-06,81
15,2020-08-07,56
15,2020-08-08,59
15,2020-08-09,74
15,2020-08-10,82
15,2020-08-11,55
15,2020-08-12,62
15,2020-08-13,61
15,2020-08-14,61
15,2020-08-15,64
15,2020-08-16,63
15,2020-08-17,63
15,2020-08-18,56
15,2020-08-19,73
15,2020-08-20,44
15,2020-08-21,62
15,2020-08-22,48
15,2020-08-23,69
15,2020-08-24,58
15,2020-08-25,51
15,2020-08-26,43
15,2020-08-27,60
15,2020-08-28,62
15,2020-08-29,58
15,2020-08-30,48
15,2020-08-31,47
15,2020-09-01,47
15,2020-09-02,54
15,2020-09-03,57
15,2020-09-04,40
15,2020-09-05,46
15,2020-09-06,67
15,2020-09-07,52
15,2020-09-08,38
15,2020-09-09,48
15,2020-09-10,41
15,2020-09-11,48
15,2020-09-12,51
15,2020-09-13,40
15,2020-09-14,42
15,2020-09-15,49
15,2020-09-16,57
15,2020-09-17,44
15,2020-09-18,48
15,2020-09-19,56
15,2020-09-20,61
15,2020-09-21,47
15,2020-09-22,55
15,2020-09-23,58
15,2020-09-24,52
15,2020-09-25,45
15,2020-09-26,41
15,2020-09-27,37
15,2020-09-28,41
15,2020-09-29,33
15,2020-09-30,39
15,2020-10-01,32
15,2020-10-02,51
15,2020-10-03,40
15,2020-10-04,53
15,2020-10-05,41
15,2020-10-06,38
15,2020-10-07,33
15,2020-10-08,44
15,2020-10-09,38
15,2020-10-10,59
15,2020-10-11,43
15,2020-10-12,56
15,2020-10-13,31
15,2020-10-14,45
15,2020-10-15,50
15,2020-10-16,45
15,2020-10-17,42
15,2020-10-18,37
15,2020-10-19,54
15,2020-10-20,42
15,2020-10-21,40
15,2020-10-22,60
15,2020-10-23,54
15,2020-10-24,44
15,2020-10-25,32
15,2020-10-26,55
15,2020-10-27,50
15,2020-10-28,44
15,2020-10-29,50
15,2020-10-30,51
15,2020-10-31,42
15,2020-11-01,46
15,2020-11-02,50
15,2020-11-03,43
15,2020-11-04,49
15,2020-11-05,55
15,2020-11-06,64
15,2020-11-07,58
15,2020-11-08,44
15,2020-11-09,70
15,2020-11-10,48
15,2020-11-11,61
15,2020-11-12,55
15,2020-11-13,54
15,2020-11-14,48
15,2020-11-15,45
15,2020-11-16,48
15,2020-11-17,56
15,2020-11-18,61
15,2020-11-19,56
15,2020-11-20,68
15,2020-11-21,78
15,2020-11-22,73
15,2020-11-23,56
15,2020-11-24,75
15,2020-11-25,72
15,2020-11-26,82
15,2020-11-27,83
15,2020-11-28,72
15,2020-11-29,81
15,2020-11-30,69
15,2020-12-01,85
15,2020-12-02,95
15,2020-12-03,82
15,2020-12-04,82
15,2020-12-05,98
15,2020-12-06,99
15,2020-12-07,102
15,2020-12-08,100
15,2020-12-09,87
15,2020-12-10,99
15,2020-12-11,109
15,2020-12-12,137
15,2020-12-13,123
15,2020-12-14,128
15,2020-12-15,133
15,2020-12-16,140
15,2020-12-17,136
15,2020-12-18,110
15,2020-12-19,154
15,2020-12-20,132
15,2020-12-21,158
15,2020-12-22,151
15,2020-12-23,148
15,2020-12-24,127
15,2020-12-25,137
15,2020-12-26,163
15,2020-12-27,158
15,2020-12-28,160
15,2020-12-29,168
15,2020-12-30,158
15,2020-12-31,148
15,2021-01-01,162
15,2021-01-02,160
15,2021-01-03,161
15,2021-01-04,182
15,2021-01-05,194
15,2021-01-06,155
15,2021-01-07,175
15,2021-01-08,181
15,2021-01-09,166
15,2021-01-10,158
15,2021-01-11,201
15,2021-01-12,191
15,2021-01-13,176
15,2021-01-14,181
15,2021-01-15,180
15,2021-01-16,189
15,2021-01-17,195
15,2021-01-18,187
15,2021-01-19,213
15,2021-01-20,221
15,2021-01-21,198
15,2021-01-22,199
15,2021-01-23,215
15,2021-01-24,184
15,2021-01-25,174
